job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,_layer1_tag,_layer1_reason,_layer1_confidence,_gray_zone_reason
AI12401,AI Software Engineer,181109,USD,EX,FL,Australia,S,Australia,50,"Kubernetes, Java, Git, NLP, Data Visualization",Associate,14,Automotive,2025-04-22,2025-05-17,2085,9.8,Advanced Robotics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12408,AI Software Engineer,59891,USD,MI,CT,Israel,S,Israel,0,"Computer Vision, SQL, Linux, Deep Learning",Associate,4,Automotive,2024-10-02,2024-10-22,1107,5.3,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12411,AI Product Manager,77500,EUR,EN,PT,Germany,L,Israel,50,"Linux, Tableau, Kubernetes, Mathematics",PhD,0,Manufacturing,2024-01-27,2024-03-08,1115,6.9,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12412,AI Product Manager,91575,USD,EX,CT,Japan,S,Japan,0,"Statistics, Data Visualization, Kubernetes, PyTorch",PhD,15,Government,2024-04-16,2024-06-12,1768,6.8,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12413,AI Architect,188532,USD,SE,CT,Norway,M,Japan,50,"Statistics, TensorFlow, PyTorch, Linux, Spark",Master,5,Retail,2024-06-26,2024-08-19,2337,6.6,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12417,AI Software Engineer,78109,USD,EN,FL,Singapore,L,Singapore,50,"Tableau, Hadoop, Git",Master,0,Telecommunications,2024-02-28,2024-04-16,1411,6.0,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12419,AI Product Manager,165352,USD,SE,FL,Canada,L,Canada,50,"Hadoop, Linux, R",Bachelor,9,Real Estate,2025-03-06,2025-03-26,561,8.1,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12422,AI Architect,80806,GBP,MI,CT,United Kingdom,M,United Kingdom,50,"SQL, Scala, Data Visualization, Deep Learning",PhD,3,Healthcare,2025-01-02,2025-02-06,1314,7.1,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12423,AI Architect,69893,EUR,EN,FL,Netherlands,M,India,0,"Python, SQL, Statistics",PhD,0,Healthcare,2024-07-28,2024-09-10,1072,9.2,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12425,AI Product Manager,131279,USD,MI,CT,Denmark,L,Israel,100,"Python, AWS, TensorFlow",Associate,2,Telecommunications,2024-05-10,2024-06-19,952,9.9,DataVision Ltd,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12428,AI Specialist,103396,USD,SE,FT,Israel,L,Israel,100,"Spark, Kubernetes, SQL",Master,7,Government,2024-06-03,2024-07-01,2372,9.0,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12433,AI Specialist,45107,USD,EN,PT,Austria,S,Australia,50,"NLP, Spark, Computer Vision, SQL, Statistics",Bachelor,1,Gaming,2024-06-09,2024-06-28,1044,6.8,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12436,AI Architect,137057,USD,EX,FL,Austria,L,Canada,100,"Linux, Mathematics, Git",PhD,12,Media,2024-01-29,2024-03-23,2425,5.8,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12438,AI Product Manager,53687,USD,MI,PT,China,S,China,100,"Python, GCP, Statistics, TensorFlow, Git",Master,2,Real Estate,2024-12-12,2025-02-20,1335,8.4,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12439,AI Architect,147403,EUR,SE,CT,France,L,France,50,"Deep Learning, Data Visualization, Spark, PyTorch, Java",Master,7,Gaming,2024-07-09,2024-08-22,2118,9.4,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12440,Principal Data Scientist,124943,USD,SE,CT,Sweden,L,Sweden,0,"Git, GCP, NLP",PhD,8,Consulting,2024-02-01,2024-02-29,1729,8.4,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12443,AI Software Engineer,75344,USD,EN,FT,United States,S,United States,100,"Scala, SQL, Mathematics, PyTorch",PhD,0,Real Estate,2024-02-03,2024-02-29,836,7.2,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12450,AI Consultant,177907,USD,SE,CT,Denmark,S,Denmark,100,"AWS, R, Statistics, Scala, Deep Learning",Bachelor,5,Technology,2024-02-06,2024-04-08,1322,5.2,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12457,AI Consultant,113050,EUR,SE,FL,Germany,S,Germany,0,"Deep Learning, Computer Vision, MLOps",Bachelor,8,Manufacturing,2024-06-30,2024-07-16,1559,8.0,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12460,AI Software Engineer,123138,GBP,MI,PT,United Kingdom,L,Netherlands,50,"MLOps, PyTorch, Computer Vision, Tableau",Bachelor,2,Education,2024-08-27,2024-09-19,628,7.0,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12468,AI Specialist,173786,USD,SE,PT,Australia,L,Australia,50,"Hadoop, R, AWS, Mathematics, GCP",Bachelor,9,Technology,2024-02-27,2024-03-30,1370,7.4,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12469,AI Specialist,163318,USD,SE,FT,United States,M,United States,50,"Python, TensorFlow, R, Statistics",Associate,9,Technology,2024-08-05,2024-09-01,1759,7.7,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12470,AI Software Engineer,51367,USD,MI,CT,Ireland,M,Ireland,100,"Computer Vision, Scala, Docker",Master,4,Government,2025-02-02,2025-02-24,1264,7.5,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12478,AI Consultant,48901,USD,EN,PT,Israel,M,Israel,100,"Hadoop, AWS, MLOps, Linux",Bachelor,1,Gaming,2025-03-10,2025-03-25,2057,7.1,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12479,AI Product Manager,58228,EUR,EN,FT,Germany,S,South Korea,0,"Java, Scala, Linux, GCP",PhD,0,Media,2024-03-05,2024-04-16,1956,9.9,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12483,AI Architect,94193,USD,SE,CT,South Korea,S,South Korea,100,"Deep Learning, Computer Vision, Python",Associate,5,Finance,2024-11-14,2024-12-05,2033,7.9,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12484,AI Architect,47182,USD,EN,FL,China,S,Norway,0,"Python, TensorFlow, Git, NLP",Associate,0,Telecommunications,2024-06-13,2024-07-07,562,5.6,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12485,AI Consultant,182862,USD,EX,FT,Finland,L,Finland,0,"Git, Data Visualization, Statistics, Deep Learning",Master,18,Technology,2025-02-15,2025-04-09,1901,8.9,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12491,AI Product Manager,158112,USD,SE,CT,Australia,L,Australia,100,"Python, Azure, NLP, SQL",PhD,6,Consulting,2025-03-27,2025-05-05,1176,6.8,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12493,Principal Data Scientist,115638,USD,SE,FL,Austria,L,Finland,50,"AWS, Kubernetes, Hadoop",Associate,8,Government,2025-04-10,2025-05-22,1048,9.9,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12501,AI Software Engineer,58489,USD,EN,FT,Austria,L,Austria,50,"Git, PyTorch, Statistics, Tableau",PhD,0,Finance,2025-01-27,2025-03-19,867,7.4,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12504,AI Software Engineer,53833,USD,EN,FL,Australia,M,Australia,50,"Spark, Mathematics, Tableau, Git, Computer Vision",Master,0,Finance,2024-11-21,2025-01-26,1236,9.3,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12505,Principal Data Scientist,57834,USD,MI,FL,Finland,S,Finland,100,"Git, Computer Vision, Kubernetes, Scala",PhD,4,Gaming,2024-07-04,2024-08-09,1014,7.9,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12506,AI Specialist,80450,USD,SE,FL,China,M,China,0,"Python, TensorFlow, Spark, NLP",Associate,5,Manufacturing,2024-08-30,2024-11-11,1155,6.0,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12507,AI Consultant,101535,USD,EN,FT,Norway,M,United Kingdom,50,"Computer Vision, Linux, PyTorch",Bachelor,0,Manufacturing,2024-02-01,2024-03-09,1659,6.5,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12508,AI Architect,99755,USD,SE,PT,Canada,M,Canada,50,"Computer Vision, Data Visualization, Kubernetes",Bachelor,8,Manufacturing,2024-01-25,2024-02-20,2418,6.9,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12510,AI Architect,103311,GBP,MI,FL,United Kingdom,M,United Kingdom,100,"Python, Linux, TensorFlow, Azure",Bachelor,4,Technology,2024-02-24,2024-03-25,1615,9.0,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12515,AI Product Manager,240002,USD,EX,FL,Denmark,S,Denmark,50,"MLOps, NLP, Kubernetes, SQL, Java",Master,11,Government,2025-04-16,2025-04-30,734,9.6,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12519,AI Architect,163675,USD,SE,FL,Canada,L,Austria,0,"Docker, Spark, Linux",Bachelor,7,Retail,2024-02-27,2024-04-22,2320,6.4,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12520,AI Specialist,119203,EUR,SE,FT,France,L,France,0,"Kubernetes, Python, Linux, TensorFlow",Associate,6,Education,2024-03-22,2024-05-30,1489,9.3,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12522,Principal Data Scientist,56433,USD,MI,PT,Austria,M,Austria,0,"NLP, Java, Docker",Bachelor,2,Government,2025-03-11,2025-05-04,1909,9.6,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12523,AI Product Manager,62903,USD,MI,PT,Israel,S,Israel,100,"Azure, R, GCP, Python",Master,2,Telecommunications,2025-03-16,2025-05-07,778,8.6,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12525,AI Product Manager,88832,USD,MI,PT,Sweden,S,Ireland,50,"Computer Vision, Scala, Python, MLOps",PhD,3,Retail,2025-04-09,2025-06-13,2382,6.4,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12528,AI Architect,175341,USD,EX,PT,India,M,United States,100,"SQL, Kubernetes, Azure, Tableau",PhD,11,Technology,2024-08-26,2024-10-07,1957,5.2,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12530,Principal Data Scientist,54003,USD,MI,FL,India,M,India,0,"Kubernetes, Linux, Computer Vision",PhD,2,Automotive,2024-05-24,2024-06-17,1168,8.4,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12531,AI Software Engineer,53797,USD,EN,CT,Singapore,S,Netherlands,50,"Python, Data Visualization, Kubernetes",PhD,1,Consulting,2024-01-02,2024-02-04,1459,5.0,AI Innovations,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12533,AI Specialist,141487,USD,MI,FT,Switzerland,L,Switzerland,100,"PyTorch, SQL, Data Visualization, Azure, Mathematics",Master,3,Government,2024-01-07,2024-02-21,625,8.7,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12535,AI Consultant,177952,EUR,EX,CT,Germany,S,Germany,100,"Python, NLP, AWS, GCP, PyTorch",Associate,13,Education,2024-11-28,2025-01-01,1936,8.2,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12537,AI Architect,130467,USD,SE,FT,Norway,S,Norway,100,"Scala, Deep Learning, Azure, Kubernetes, Hadoop",Associate,6,Education,2024-01-02,2024-02-20,1024,9.7,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12546,AI Software Engineer,119039,USD,EX,CT,China,S,United States,50,"SQL, GCP, Mathematics",Master,16,Media,2024-04-29,2024-06-03,1214,5.5,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12547,Principal Data Scientist,157249,USD,EX,CT,Finland,M,Finland,0,"Deep Learning, NLP, Data Visualization, SQL",Associate,10,Transportation,2024-01-06,2024-01-24,1155,6.0,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12548,AI Specialist,152371,USD,SE,FL,Singapore,L,Singapore,50,"Git, Tableau, Statistics",Master,5,Gaming,2025-03-06,2025-04-26,2397,6.7,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12550,AI Consultant,68667,USD,MI,CT,Austria,M,Austria,0,"Python, GCP, MLOps, Hadoop, Computer Vision",Bachelor,4,Manufacturing,2024-11-03,2024-11-27,2219,9.5,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12554,AI Specialist,138010,EUR,EX,CT,Germany,S,Sweden,50,"Git, Hadoop, AWS, Scala, Python",Master,17,Real Estate,2024-05-12,2024-05-26,1757,9.2,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12555,AI Product Manager,94643,USD,EN,PT,Norway,M,Norway,50,"R, Python, SQL, PyTorch, Kubernetes",Bachelor,0,Technology,2025-01-30,2025-02-22,2364,8.5,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12556,AI Specialist,112664,USD,MI,FT,Switzerland,S,Switzerland,0,"SQL, PyTorch, Docker, R",Associate,2,Education,2024-12-20,2025-02-01,1957,5.1,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12558,AI Architect,63294,EUR,EN,PT,Germany,M,Germany,0,"Scala, Kubernetes, Computer Vision, AWS, Python",Associate,0,Healthcare,2024-01-21,2024-04-03,898,7.1,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12561,AI Consultant,50226,USD,EN,FT,Finland,L,Finland,100,"Kubernetes, R, SQL",Associate,1,Energy,2024-05-27,2024-06-20,1267,5.5,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12562,Principal Data Scientist,59556,USD,MI,CT,Finland,L,Finland,50,"Spark, Python, Git, Deep Learning",PhD,3,Consulting,2025-02-13,2025-04-01,896,5.9,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12571,AI Product Manager,62292,USD,MI,FT,Finland,M,Australia,50,"Hadoop, Tableau, GCP, Deep Learning",PhD,2,Education,2024-08-05,2024-10-06,1288,9.2,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12572,AI Consultant,63692,EUR,EN,FL,Netherlands,L,Netherlands,100,"Azure, Java, Hadoop, PyTorch",Master,0,Gaming,2024-05-04,2024-06-30,956,5.1,DataVision Ltd,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12573,AI Product Manager,46492,USD,EN,FL,Israel,L,United Kingdom,100,"Python, Tableau, SQL",Bachelor,1,Finance,2024-03-04,2024-04-18,2000,5.1,Quantum Computing Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12582,AI Architect,156882,USD,MI,CT,Norway,L,Norway,50,"Scala, Python, Spark",Associate,4,Energy,2024-02-16,2024-04-19,581,9.6,DeepTech Ventures,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12584,Principal Data Scientist,173509,USD,EX,FT,Sweden,S,Sweden,100,"Python, TensorFlow, Data Visualization, Kubernetes, Statistics",Bachelor,15,Government,2024-10-29,2024-12-29,2159,7.3,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12585,AI Architect,136175,USD,SE,PT,Australia,S,United Kingdom,100,"AWS, SQL, NLP, Data Visualization",PhD,8,Real Estate,2024-11-16,2024-12-04,521,6.8,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12587,AI Specialist,107708,USD,MI,PT,Denmark,S,Denmark,50,"Mathematics, R, Scala, Statistics",Bachelor,2,Media,2025-03-04,2025-04-20,900,9.5,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12595,AI Software Engineer,64209,USD,EN,PT,Australia,S,France,100,"Azure, Git, TensorFlow, Python, Data Visualization",Associate,0,Retail,2024-03-23,2024-04-16,2474,5.8,DeepTech Ventures,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12596,AI Architect,73629,USD,SE,PT,Ireland,M,Ireland,0,"Kubernetes, SQL, Docker, AWS",Bachelor,6,Consulting,2024-05-21,2024-06-14,1111,6.0,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12605,AI Product Manager,88345,EUR,MI,PT,France,L,France,0,"AWS, Docker, Mathematics, Kubernetes",Associate,4,Automotive,2024-03-30,2024-04-27,614,6.5,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12608,AI Software Engineer,101089,EUR,MI,PT,Germany,L,France,0,"Mathematics, Scala, TensorFlow",Master,2,Energy,2024-04-01,2024-04-27,2078,7.5,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12614,Principal Data Scientist,60171,USD,EN,FT,Canada,S,Canada,0,"GCP, Git, Kubernetes, PyTorch, Azure",Bachelor,1,Technology,2024-06-19,2024-08-07,1620,7.3,Advanced Robotics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12621,AI Product Manager,111857,USD,SE,PT,Japan,L,Japan,100,"Tableau, TensorFlow, GCP, Kubernetes, Linux",PhD,9,Automotive,2024-02-12,2024-04-16,1580,8.4,Autonomous Tech,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12623,AI Software Engineer,117928,USD,EN,FT,Denmark,L,China,0,"NLP, Scala, R, Azure, Computer Vision",Master,1,Media,2025-01-12,2025-01-31,545,6.6,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12624,AI Architect,242362,EUR,EX,CT,Netherlands,M,Netherlands,50,"Mathematics, Spark, Python",Master,15,Real Estate,2024-07-19,2024-09-13,1081,8.2,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12626,AI Specialist,77526,USD,EN,CT,Norway,L,Norway,50,"Mathematics, GCP, Deep Learning",Master,0,Real Estate,2024-06-16,2024-08-04,1074,6.4,Autonomous Tech,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12628,AI Specialist,52323,USD,EN,FL,Japan,M,Japan,50,"GCP, AWS, SQL, Mathematics",PhD,0,Technology,2024-04-14,2024-06-07,1043,6.2,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12629,AI Consultant,87120,USD,SE,PT,Austria,L,Austria,100,"NLP, TensorFlow, Java, Mathematics, Python",Bachelor,7,Healthcare,2024-09-17,2024-10-10,1446,5.7,Predictive Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12630,AI Architect,124349,EUR,MI,FL,Germany,L,India,50,"GCP, NLP, Data Visualization, Spark, Statistics",Master,3,Finance,2025-01-14,2025-02-21,2122,6.7,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12632,AI Specialist,106190,USD,SE,FL,China,M,China,0,"Linux, Python, NLP, Java",Master,9,Manufacturing,2025-01-29,2025-03-10,2141,7.6,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12633,AI Consultant,113710,EUR,SE,CT,France,S,France,0,"Git, Scala, NLP, Computer Vision",PhD,6,Education,2024-09-18,2024-10-18,622,5.8,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12642,AI Product Manager,172063,USD,SE,CT,United States,L,United States,50,"GCP, SQL, NLP, Tableau",PhD,6,Transportation,2024-06-07,2024-07-04,1759,6.0,Predictive Systems,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12643,AI Consultant,83075,USD,SE,FT,Israel,L,China,0,"Docker, Kubernetes, MLOps, Deep Learning, GCP",PhD,6,Government,2024-05-13,2024-07-11,1619,5.3,Cognitive Computing,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12644,AI Software Engineer,46947,USD,EN,CT,Austria,M,Austria,50,"Linux, Hadoop, NLP, R",PhD,1,Technology,2024-07-21,2024-08-08,2346,9.7,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12652,Principal Data Scientist,268416,USD,EX,CT,Switzerland,S,Switzerland,100,"NLP, Spark, Data Visualization, MLOps, Linux",Bachelor,10,Real Estate,2024-05-14,2024-06-08,1847,8.2,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12655,AI Product Manager,75768,USD,MI,CT,Japan,M,Japan,50,"GCP, Git, Tableau, NLP",PhD,2,Energy,2024-11-21,2025-01-25,2437,6.7,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12663,AI Product Manager,118224,USD,MI,PT,Sweden,L,Sweden,50,"Kubernetes, GCP, Git, Azure",Master,3,Technology,2024-07-21,2024-09-23,2443,6.8,Cloud AI Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12666,AI Consultant,68306,USD,MI,FL,Sweden,S,Sweden,0,"Hadoop, Python, MLOps, SQL",Associate,4,Education,2024-06-13,2024-07-26,1084,7.4,Digital Transformation LLC,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12669,AI Software Engineer,98060,USD,EN,PT,Switzerland,S,Switzerland,50,"PyTorch, TensorFlow, Mathematics",Associate,1,Manufacturing,2024-04-30,2024-06-15,2400,9.7,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12673,AI Software Engineer,210284,USD,EX,FL,Australia,L,Australia,0,"Scala, PyTorch, Tableau, Data Visualization, Deep Learning",Bachelor,11,Government,2024-12-23,2025-01-11,1728,9.2,Smart Analytics,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12676,Principal Data Scientist,34678,USD,EN,FL,South Korea,S,South Korea,100,"PyTorch, Docker, Computer Vision",PhD,1,Consulting,2024-12-12,2025-02-10,1057,6.9,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12679,AI Software Engineer,117838,USD,MI,FL,Canada,L,Canada,100,"TensorFlow, Docker, NLP",PhD,4,Education,2024-02-06,2024-04-08,1762,5.3,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12680,AI Specialist,139029,USD,EX,FL,China,S,China,0,"Linux, MLOps, Kubernetes, R, Deep Learning",PhD,14,Technology,2024-09-30,2024-11-02,1257,9.9,Smart Analytics,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12683,AI Architect,173822,USD,MI,CT,Switzerland,L,France,50,"GCP, Data Visualization, TensorFlow",Associate,3,Gaming,2025-01-04,2025-02-17,878,9.2,Algorithmic Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12684,Principal Data Scientist,84129,USD,SE,FT,Finland,L,Finland,50,"GCP, MLOps, Spark",Master,9,Media,2024-09-28,2024-10-30,2444,6.8,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12685,Principal Data Scientist,175098,GBP,EX,CT,United Kingdom,S,Canada,50,"Java, Scala, Linux, Data Visualization, Tableau",PhD,10,Automotive,2024-02-09,2024-04-16,813,8.1,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12688,AI Product Manager,131548,EUR,SE,PT,France,M,France,100,"Python, Hadoop, Kubernetes, Docker",Master,5,Real Estate,2024-10-05,2024-11-19,2013,7.4,Digital Transformation LLC,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12692,Principal Data Scientist,80591,GBP,MI,FT,United Kingdom,M,United Kingdom,50,"Java, R, Python, TensorFlow, Computer Vision",Bachelor,4,Transportation,2024-12-04,2025-02-10,767,8.8,Quantum Computing Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12695,AI Architect,184174,GBP,SE,CT,United Kingdom,L,United Kingdom,50,"PyTorch, Git, MLOps, Java",Bachelor,5,Transportation,2025-04-21,2025-06-18,1917,9.9,Neural Networks Co,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12696,AI Product Manager,220469,USD,EX,FT,United States,S,United States,100,"Python, Deep Learning, TensorFlow",Master,17,Healthcare,2025-04-06,2025-05-12,708,5.4,Cognitive Computing,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12697,AI Product Manager,89849,EUR,MI,CT,Germany,L,Germany,100,"AWS, Docker, R, MLOps, PyTorch",PhD,4,Consulting,2025-01-18,2025-02-09,912,7.4,Algorithmic Solutions,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12699,AI Architect,275274,USD,EX,FL,Sweden,L,Sweden,50,"PyTorch, Kubernetes, Linux, Data Visualization",Associate,12,Gaming,2024-06-04,2024-07-24,2250,5.0,TechCorp Inc,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12703,AI Consultant,110076,USD,SE,PT,Singapore,M,Singapore,50,"PyTorch, TensorFlow, Java, SQL, Data Visualization",Bachelor,8,Retail,2024-01-12,2024-02-26,1951,8.2,Future Systems,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12707,AI Product Manager,51483,GBP,EN,PT,United Kingdom,S,United Kingdom,100,"Kubernetes, Python, Computer Vision, Git",Master,0,Technology,2025-04-10,2025-05-21,1823,6.6,TechCorp Inc,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12718,AI Software Engineer,60209,USD,EN,PT,Ireland,L,Ireland,0,"MLOps, Python, Statistics, Mathematics, Linux",PhD,0,Finance,2024-11-01,2024-12-14,1468,6.4,Machine Intelligence Group,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12719,AI Software Engineer,85440,USD,SE,PT,Israel,S,Israel,100,"NLP, Deep Learning, Computer Vision, Git, PyTorch",Bachelor,6,Real Estate,2024-06-07,2024-08-11,2485,8.8,Neural Networks Co,,Ambiguous title - needs LLM,low,Ambiguous title - needs LLM
AI12720,AI Consultant,144404,EUR,EX,FT,Netherlands,M,United Kingdom,50,"Scala, Azure, GCP",Associate,14,Government,2024-02-03,2024-03-28,2422,6.4,AI Innovations,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12721,AI Consultant,74416,USD,MI,FL,South Korea,M,South Korea,100,"SQL, PyTorch, Linux, GCP, Azure",Master,2,Manufacturing,2024-08-19,2024-09-14,1669,5.8,Cloud AI Solutions,,Gray zone - needs LLM,low,Gray zone - needs LLM
AI12722,Principal Data Scientist,42200,USD,EN,CT,Israel,M,India,100,"GCP, Data Visualization, R, Deep Learning, Scala",Master,0,Automotive,2024-01-14,2024-03-11,1939,8.8,Machine Intelligence Group,,Gray zone - needs LLM,low,Gray zone - needs LLM
